"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CBJXNTDN","journalArticle","2016","Memoli, M.J.; Shaw, P.A.; Han, A.; Czajkowski, L.; Reed, S.; Athota, R.; Bristol, T.; Fargis, S.; Risos, K.; Powers, J.H.; Davey, R.T., Jr.; Taubenberger, J.K.","Evaluation of antihemagglutinin and antineuraminidase antibodies as correlates of protection in an influenza A/H1N1 virus healthy human challenge model","mBio","","21612129 (ISSN)","10.1128/mBio.00417-16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965180584&doi=10.1128%2fmBio.00417-16&partnerID=40&md5=e628363c9920d7226614278697b33faa","Despite long-term investment, influenza continues to be a significant worldwide problem. The cornerstone of protection remains vaccination, and approved vaccines seek to elicit a hemagglutination inhibition (HAI) titer of>1:40 as the primary correlate of protection. However, recent poor vaccine performance raises questions regarding the protection afforded and whether other correlates of protection should be targeted. A healthy volunteer challenge study was performed with a wild-type 2009 A(H1N1)pdm influenza A challenge virus at the NIH Clinical Center to evaluate two groups of participants with HAI titers of>1:40 and<1:40. The primary objective was to determine whether participants with HAI titers of>1:40 were less likely to develop mild to moderate influenza disease (MMID) after intranasal inoculation. HAI titers of>1:40 were protective against MMID but did not reduce the incidence of symptoms alone. Although the baseline HAI titer correlated with some reduction in disease severity measures, overall, the baseline NAI titer correlated more significantly with all disease severity metrics and had a stronger independent effect on outcome. This study demonstrates the importance of examining other immunological correlates of protection rather than solely HAI titers. This challenge study confirms the importance of NAI titer as a correlate and for the first time establishes that it can be an independent predictor of reduction of all aspects of influenza disease. This suggests that NAI titer may play a more significant role than previously thought and that neuraminidase immunity should be considered when studying susceptibility after vaccination and as a critical target in future influenza vaccine platforms. IMPORTANCE This study represents the first time the current gold standard for evaluating influenza vaccines as set by the U.S. Food and Drug Administration and the European Medicines Agency Committee for Medicinal Products for Human Use, a “protective” hemagglutination inhibition (HAI) titer of≥1:40, has been evaluated in a well-controlled healthy volunteer challenge study since the cutoff was established. We used our established wild-type influenza A healthy volunteer human challenge model to evaluate how well this antibody titer predicts a reduction in influenza virus-induced disease. We demonstrate that although higher HAI titer is predictive of some protection, there is stronger evidence to suggest that neuraminidase inhibition (NAI) titer is more predictive of protection and reduced disease. This is the first time NAI titer has been clearly identified in a controlled trial of this type to be an independent predictor of a reduction in all aspects of influenza. © 2016 Memoli et al.","2016","2021-11-01 22:17:01","2021-11-12 20:04:07","","","","2","7","","","","","","","","","","","","","Scopus","","","","Publisher: American Society for Microbiology","","/Users/jodi/Zotero/storage/7RV25DAJ/Memoli et al. - 2016 - Evaluation of Antihemagglutinin and Antineuraminid.pdf; /Users/jodi/Zotero/storage/JZU4JZA5/Memoli et al. - 2016 - Evaluation of Antihemagglutinin and Antineuraminid.pdf; ; ","http://www.ncbi.nlm.nih.gov/pubmed/27094330; http://www.ncbi.nlm.nih.gov/pubmed/27094330","adult; female; human; middle aged; male; disease severity; incidence; outcome assessment; priority journal; controlled study; symptom; adolescent; United States; nonhuman; normal human; young adult; prediction; human experiment; gold standard; antibody titer; Humans; Male; Adult; Female; Young Adult; Middle Aged; Adolescent; vaccination; Healthy Volunteers; Vaccination; Antibodies, Viral; Influenza Vaccines; Article; Hemagglutinin Glycoproteins, Influenza Virus; Influenza A Virus, H1N1 Subtype; Influenza, Human; Neuraminidase; virology; virus antibody; virus shedding; immunity; immunology; physiology; antibody response; Influenza A virus (H1N1); 2009 H1N1 influenza; H1N1 virus hemagglutinin; hemagglutination inhibition; immunological parameters; influenza vaccine; Influenza virus hemagglutinin; sialidase; virus sialidase; wild type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJNSFNMV","journalArticle","2020","Smither, S.J.; Eastaugh, L.S.; Findlay, J.S.; Lever, M.S.","Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culture media at medium and high humidity","Emerging Microbes and Infections","","22221751 (ISSN)","10.1080/22221751.2020.1777906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086792978&doi=10.1080%2f22221751.2020.1777906&partnerID=40&md5=bd02056fc7e809e7157e62d039b3aa17","SARS-CoV-2, the causative agent of the COVID-19 pandemic, may be transmitted via airborne droplets or contact with surfaces onto which droplets have deposited. In this study, the ability of SARS-CoV-2 to survive in the dark, at two different relative humidity values and within artificial saliva, a clinically relevant matrix, was investigated. SARS-CoV-2 was found to be stable, in the dark, in a dynamic small particle aerosol under the four experimental conditions we tested and viable virus could still be detected after 90 minutes. The decay rate and half-life was determined and decay rates ranged from 0.4 to 2.27 % per minute and the half lives ranged from 30 to 177 minutes for the different conditions. This information can be used for advice and modelling and potential mitigation strategies. © 2020, © 2020 Crown Copyright. This article is published under an Open Government Licence www.nationalarchives.gov.uk/doc/open-government-licence/.","2020","2021-11-01 22:17:01","2021-11-12 20:06:39","","1415-1417","","1","9","","","","","","","","","","","","","Scopus","","","","Publisher: Taylor and Francis Ltd.","","","","adult; human; male; priority journal; nonhuman; young adult; saliva; genetics; Humans; half life time; Culture Media; Kinetics; coronavirus; Pandemics; Pneumonia, Viral; Betacoronavirus; Coronavirus Infections; SARS-CoV-2; pandemic; microbiology; Aerosols; Air Microbiology; Humidity; aerosol; coronavirus disease 2019; Coronavirus infection; Severe acute respiratory syndrome coronavirus 2; virology; virus detection; virus pneumonia; virus transmission; humidity; kinetics; growth, development and aging; chemistry; culture medium; darkness; Darkness; Letter; radiation response; saliva substitute; Saliva, Artificial; Salvia; survival; tissue culture medium; virus survival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNUXGJ5R","journalArticle","2005","Galvani, A.P.; May, R.M.","Epidemiology: Dimensions of superspreading","Nature","","00280836 (ISSN)","10.1038/438293a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844590844&doi=10.1038%2f438293a&partnerID=40&md5=8f17524a6b15e946f0fb101923fa63da","Analyses of contact-tracing data on the spread of infectious disease, combined with mathematical models, show that control measures require better knowledge of variability in individual infectiousness. ©2005 Nature Publishing Group.","2005","2021-11-01 22:17:01","2021-11-12 20:01:59","","293-295","","7066","438","","","","","","","","","","","","","Scopus","","","","Publisher: Nature Publishing Group","","","","human; priority journal; epidemic; short survey; infection risk; Epidemiology; Diseases; Mathematical models; infectious disease; infection rate; virus transmission; severe acute respiratory syndrome; host pathogen interaction; acquired immune deficiency syndrome; Bacteria (microorganisms); bacterial transmission; bacterial virulence; Contact-tracing data; Ebola virus; Infectiousness; population risk; stochastic model; virus virulence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27WAXJBG","journalArticle","1967","Bradburne, A.F.; Bynoe, M.L.; Tyrrell, D.A.J.","Effects of a “New” Human Respiratory Virus in Volunteers","British Medical Journal","","00071447 (ISSN)","10.1136/bmj.3.5568.767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014214836&doi=10.1136%2fbmj.3.5568.767&partnerID=40&md5=9de85f8ea5eca837fa4a508283045cfe","A virus, 229-E, which morphologically resembles avian infectious bronchitis virus has been passed serially four times in man. Colds were produced in 13 out of 26 inoculated volunteers. There was a significant association between the presence of virus in the nose and the development of colds. Seven of the 13 volunteers who developed colds showed rising titres of antibody against this virus. The colds showed significantly longer incubation periods than did colds due to rhinoviruses, but no longer than those of colds caused by the related virus B814. The colds were also shorter and were associated with more nasal discharge than rhinovirus colds, but many of the differences are not statistically significant. Of 215 sera collected from children and adults in Britain in the past 10 years 29% contained neutralizing antibody. It is concluded that the virus can cause colds and probably circulates to a significant extent in this country. © 1967, British Medical Journal Publishing Group. All rights reserved.","1967","2021-11-01 22:17:00","2021-11-12 20:00:43","","767-769","","5568","3","","","","","","","","","","","","","Scopus","","","","","","","","adult; article; female; human; male; adolescent; Human; Male; Adult; Female; Adolescent; Middle Age; microbiology; virus; isolation and purification; immunology; Viruses; pathogenicity; antibody production; Antibody Formation; common cold; Common Cold; Neutralization Tests; serodiagnosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XMGZIGN","journalArticle","2020","Xu, X.; Han, M.; Li, T.; Sun, W.; Wang, D.; Fu, B.; Zhou, Y.; Zheng, X.; Yang, Y.; Li, X.; Zhang, X.; Pan, A.; Wei, H.","Effective treatment of severe COVID-19 patients with tocilizumab","Proceedings of the National Academy of Sciences of the United States of America","","00278424 (ISSN)","10.1073/pnas.2005615117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084759230&doi=10.1073%2fpnas.2005615117&partnerID=40&md5=ff140a892248ae0eacce5d8ac92bdc48","After analyzing the immune characteristics of patients with severe coronavirus disease 2019 (COVID-19), we have identified that pathogenic T cells and inflammatory monocytes with large amount of interleukin 6 secreting may incite the inflammatory storm, which may potentially be curbed through monoclonal antibody that targets the IL-6 pathways. Here, we aimed to assess the efficacy of tocilizumab in severe patients with COVID-19 and seek a therapeutic strategy. The patients diagnosed as severe or critical COVID-19 in The First Affiliated Hospital of University of Science and Technology of China (Anhui Provincial Hospital) and Anhui Fuyang Second People's Hospital were given tocilizumab in addition to routine therapy between 5 and 14 February 2020. The changes of clinical manifestations, computerized tomography (CT) scan image, and laboratory examinations were retrospectively analyzed. Fever returned to normal on the first day, and other symptoms improved remarkably within a few days. Within 5 d after tocilizumab, 15 of the 20 patients (75.0%) had lowered their oxygen intake, and 1 patient needed no oxygen therapy. CT scans manifested that the lung lesion opacity absorbed in 19 patients (90.5%). The percentage of lymphocytes in peripheral blood, which decreased in 85.0% of patients (17/20) before treatment (mean, 15.52 ± 8.89%), returned to normal in 52.6% of patients (10/19) on the fifth day after treatment. Abnormally elevated C-reactive protein decreased significantly in 84.2% of patients (16/19). No obvious adverse reactions were observed. All patients have been discharged on average 15.1 d after giving tocilizumab. Preliminary data show that tocilizumab, which improved the clinical outcome immediately in severe and critical COVID-19 patients, is an effective treatment to reduce mortality. © 2020 National Academy of Sciences. All rights reserved.","2020","2021-11-01 22:16:59","2021-11-12 19:54:54","","10970-10975","","20","117","","","","","","","","","","","","","Scopus","","","","Publisher: National Academy of Sciences","","/Users/jodi/Zotero/storage/52AXZVXI/Xu et al. - 2020 - Effective treatment of severe COVID-19 patients wi.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32350134","adult; aged; female; human; middle aged; clinical trial; male; prospective study; treatment duration; very elderly; disease severity; treatment response; priority journal; clinical article; treatment outcome; retrospective study; fever; pathophysiology; disease exacerbation; lymphocyte count; clinical effectiveness; hospital discharge; oxygen therapy; upregulation; x-ray computed tomography; protein expression; critically ill patient; alanine aminotransferase; aspartate aminotransferase; C reactive protein; tocilizumab; Humans; Male; Adult; Female; Treatment Outcome; Aged; Aged, 80 and over; Middle Aged; China; Disease Progression; COVID-19; Pandemics; Pneumonia, Viral; Betacoronavirus; Coronavirus Infections; SARS-CoV-2; pandemic; Article; Antibodies, Monoclonal, Humanized; Interleukin-6; coronavirus disease 2019; Coronavirus infection; Severe acute respiratory syndrome coronavirus 2; virus pneumonia; blood; virus load; human cell; creatine kinase; Cytokine storm; interleukin 6; lactate dehydrogenase; monoclonal antibody; procalcitonin; Tocilizumab","cytokine storm; interleukin-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FU8VJ9T","journalArticle","2020","Matson, M.J.; Yinda, C.K.; Seifert, S.N.; Bushmaker, T.; Fischer, R.J.; Doremalen, N.V.; Lloyd-Smith, J.O.; Munster, V.J.","Effect of environmental conditions on sars-cov-2 stability in human nasal mucus and sputum","Emerging Infectious Diseases","","10806040 (ISSN)","10.3201/eid2609.202267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088399206&doi=10.3201%2feid2609.202267&partnerID=40&md5=a32739d98e0a86980713621696f52ec0","We found that environmental conditions affect the stability of severe acute respiratory syndrome coronavirus 2 in nasal mucus and sputum. The virus is more stable at lowerature and low-humidity conditions, whereas warmer temperature and higher humidity shortened half-life. Although infectious virus was undetectable after 48 hours, viral RNA remained detectable for 7 days. © 2020 Centers for Disease Control and Prevention (CDC). All rights reserved.","2020","2021-11-01 22:16:59","2021-11-12 20:04:03","","2276-2278","","9","26","","","","","","","","","","","","","Scopus","","","","Publisher: Centers for Disease Control and Prevention (CDC)","","/Users/jodi/Zotero/storage/8FW6W27Z/Matson et al. - 2020 - Effect of Environmental Conditions on SARS-CoV-2 S.pdf; /Users/jodi/Zotero/storage/64X9TKGX/Matson et al. - 2020 - Effect of Environmental Conditions on SARS-CoV-2 S.pdf; ; ; /Users/jodi/Zotero/storage/RDH6SVKK/20-2267_article.html; /Users/jodi/Zotero/storage/ABJE8E8G/20-2267_article.html","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7454058/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7454058/","human; nonhuman; summer; liquid; genetics; Humans; half life time; Hot Temperature; Pandemics; Pneumonia, Viral; Betacoronavirus; Coronavirus Infections; pandemic; Article; Humidity; RNA, Viral; animal cell; coronavirus disease 2019; Coronavirus infection; real time reverse transcription polymerase chain reaction; Severe acute respiratory syndrome coronavirus 2; Vero C1008 cell line; virology; virus pneumonia; virus RNA; temperature; virus transmission; virus shedding; humidity; mucus; virus load; heat; low temperature; environment condition; environmental aspects and related phenomena; environmental factor; ID50 (median infectious dose); Mucus; Nasal Cavity; nose cavity; nose mucus; polypropylene; RNA extraction; RNA stability; RNA Stability; sputum; Sputum; surface area; winter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ASSMNCD","journalArticle","2020","Chia, P.Y.; Coleman, K.K.; Tan, Y.K.; Ong, S.W.X.; Gum, M.; Lau, S.K.; Lim, X.F.; Lim, A.S.; Sutjipto, S.; Lee, P.H.; Son, T.T.; Young, B.E.; Milton, D.K.; Gray, G.C.; Schuster, S.; Barkham, T.; De, P.P.; Vasoo, S.; Chan, M.; Ang, B.S.P.; Tan, B.H.; Leo, Y.-S.; Ng, O.-T.; Wong, M.S.Y.; Marimuthu, K.; Lye, D.C.; Lim, P.L.; Lee, C.C.; Ling, L.M.; Lee, L.; Lee, T.H.; Wong, C.S.; Sadarangani, S.; Lin, R.J.; Ng, D.H.L.; Sadasiv, M.; Yeo, T.W.; Choy, C.Y.; Tan, G.S.E.; Dimatatac, F.; Santos, I.F.; Go, C.J.; Chan, Y.K.; Tay, J.Y.; Tan, J.Y.-L.; Pandit, N.; Ho, B.C.H.; Mendis, S.; Chen, Y.Y.C.; Abdad, M.Y.; Moses, D.; for the Singapore 2019 Novel Coronavirus Outbreak Research Team","Detection of air and surface contamination by SARS-CoV-2 in hospital rooms of infected patients","Nature Communications","","20411723 (ISSN)","10.1038/s41467-020-16670-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085688865&doi=10.1038%2fs41467-020-16670-2&partnerID=40&md5=1f17ba9b347eafb74933c55b06094f7f","Understanding the particle size distribution in the air and patterns of environmental contamination of SARS-CoV-2 is essential for infection prevention policies. Here we screen surface and air samples from hospital rooms of COVID-19 patients for SARS-CoV-2 RNA. Environmental sampling is conducted in three airborne infection isolation rooms (AIIRs) in the ICU and 27 AIIRs in the general ward. 245 surface samples are collected. 56.7% of rooms have at least one environmental surface contaminated. High touch surface contamination is shown in ten (66.7%) out of 15 patients in the first week of illness, and three (20%) beyond the first week of illness (p = 0.01, χ2 test). Air sampling is performed in three of the 27 AIIRs in the general ward, and detects SARS-CoV-2 PCR-positive particles of sizes &gt;4 µm and 1–4 µm in two rooms, despite these rooms having 12 air changes per hour. This warrants further study of the airborne transmission potential of SARS-CoV-2. © 2020, The Author(s).","2020","2021-11-01 22:16:58","2021-11-12 20:01:20","","","","1","11","","","","","","","","","","","","","Scopus","","","","Publisher: Nature Research","","","","adult; aged; female; human; middle aged; male; clinical article; controlled study; intensive care unit; cross-sectional study; hospital; Humans; Male; Adult; Female; Middle Aged; Cross-Sectional Studies; Time Factors; Hospitals; Pandemics; Pneumonia, Viral; Betacoronavirus; Coronavirus Infections; pandemic; Article; time factor; virus; Particle Size; air sampling; coronavirus disease 2019; Coronavirus infection; isolation and purification; Severe acute respiratory syndrome coronavirus 2; virology; virus detection; virus pneumonia; particle size; SARS coronavirus; pathology; detection method; infectivity; particulate matter; Particulate Matter; chemistry; air pollution; airborne infection isolation room; atmospheric pollution; cleaning; environmental microbiology; Environmental Microbiology; health care facility; Patients' Rooms; real time polymerase chain reaction; viral contamination; virus envelope protein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK9S8ZM4","journalArticle","2010","Watanabe, T.; Bartrand, T.A.; Weir, M.H.; Omura, T.; Haas, C.N.","Development of a dose-response model for SARS coronavirus","Risk Analysis","","02724332 (ISSN)","10.1111/j.1539-6924.2010.01427.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954717769&doi=10.1111%2fj.1539-6924.2010.01427.x&partnerID=40&md5=ad52241a8f5708bdd2e3f607bb8dfad3","In order to develop a dose-response model for SARS coronavirus (SARS-CoV), the pooled data sets for infection of transgenic mice susceptible to SARS-CoV and infection of mice with murine hepatitis virus strain 1, which may be a clinically relevant model of SARS, were fit to beta-Poisson and exponential models with the maximum likelihood method. The exponential model (k = 4.1 × l02) could describe the dose-response relationship of the pooled data sets. The beta-Poisson model did not provide a statistically significant improvement in fit. With the exponential model, the infectivity of SARS-CoV was calculated and compared with those of other coronaviruses. The does of SARS-CoV corresponding to 10% and 50% responses (illness) were estimated at 43 and 280 PFU, respectively. Its estimated infectivity was comparable to that of HCoV-229E, known as an agent of human common cold, and also similar to those of some animal coronaviruses belonging to the same genetic group. Moreover, the exponential model was applied to the analysis of the epidemiological data of SARS outbreak that occurred at an apartment complex in Hong Kong in 2003. The estimated dose of SARS-CoV for apartment residents during the outbreak, which was back-calculated from the reported number of cases, ranged from 16 to 160 PFU/person, depending on the floor. The exponential model developed here is the sole dose-response model for SARS-CoV at the present and would enable us to understand the possibility for reemergence of SARS. © 2010 Society for Risk Analysis.","2010","2021-11-01 22:16:58","2021-11-12 19:55:05","","1129-1138","","7","30","","","","","","","","","","","","","Scopus","","","","","","","","article; human; disease model; statistical model; epidemic; risk; validation study; epidemiology; Humans; Databases, Factual; Mice; Animals; Mice, Transgenic; Likelihood Functions; Risk; Models, Biological; Poisson Distribution; China; Hong Kong; Disease Outbreaks; Coronavirus Infections; SARS Virus; Disease Models, Animal; Coronaviruses; Animalia; virus; Severe Acute Respiratory Syndrome; Coronavirus infection; virology; animal; biological model; numerical model; virus load; SARS coronavirus; Viruses; mouse; Mus; Mus musculus; pathogenicity; severe acute respiratory syndrome; transgenic mouse; infectivity; rodent; Viral Load; Murine hepatitis virus; Apartment houses; Common cold; data set; Data sets; Dose response relationships; Dose-response model; Dose-response models; dose-response relationship; Exponential models; factual database; floor; Genetic groups; hepatitis; Hepatitis virus; Hong-kong; maximum likelihood analysis; Maximum likelihood estimation; maximum likelihood method; Maximum likelihood methods; Murine hepatitis coronavirus; Murine hepatitis virus strain 1; Poisson distribution; Poisson model; SARS outbreak in Hong Kong; Transgenic mice; viral disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37R6XMHI","journalArticle","2018","Zhou, J.; Wei, J.; Choy, K.-T.; Sia, S.F.; Rowlands, D.K.; Yu, D.; Wu, C.-Y.; Lindsley, W.G.; Cowling, B.J.; McDevitt, J.; Peiris, M.; Li, Y.; Yen, H.-L.","Defining the sizes of airborne particles that mediate influenza transmission in ferrets","Proceedings of the National Academy of Sciences of the United States of America","","00278424 (ISSN)","10.1073/pnas.1716771115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042942477&doi=10.1073%2fpnas.1716771115&partnerID=40&md5=e5310b59a9094bbe6b731fce59e4836f","Epidemics and pandemics of influenza are characterized by rapid global spread mediated by non-mutually exclusive transmission modes. The relative significance between contact, droplet, and airborne transmission is yet to be defined, a knowledge gap for implementing evidence-based infection control measures. We devised a transmission chamber that separates virus-laden particles by size and determined the particle sizes mediating transmission of influenza among ferrets through the air. Ferret-to-ferret transmission was mediated by airborne particles larger than 1.5 ?m, consistent with the quantity and size of virus-laden particles released by the donors. Onward transmission by donors was most efficient before fever onset and may continue for 5 days after inoculation. Multiple virus gene segments enhanced the transmissibility of a swine influenza virus among ferrets by increasing the release of virus-laden particles into the air. We provide direct experimental evidence of influenza transmission via droplets and fine droplet nuclei, albeit at different efficiency. © 2018 National Academy of Sciences. All Rights Reserved.","2018","2021-11-01 22:16:57","2021-11-12 19:54:43","","E2386-E2392","","10","115","","","","","","","","","","","","","Scopus","","","","Publisher: National Academy of Sciences","","/Users/jodi/Zotero/storage/B9MPXKUK/Zhou et al. - 2018 - Defining the sizes of airborne particles that medi.pdf; ; /Users/jodi/Zotero/storage/MSFP3SCW/E2386.html","http://www.ncbi.nlm.nih.gov/pubmed/29463703","human; male; priority journal; fever; controlled study; nonhuman; influenza; genetics; Humans; Male; Animals; Article; Airborne transmission; microbiology; Air Microbiology; Influenza A Virus, H1N1 Subtype; Influenza, Human; transmission; virology; virus transmission; animal; airborne particle; particle size; air; Influenza virus; Ferrets; Mustela putorius furo; physiology; animal experiment; virus replication; virus gene; Influenza A virus (H1N1); Virus Replication; chemistry; Air; Airborne particles; Droplet transmission; swine influenza virus","airborne particles; airborne transmission; droplet transmission; ferrets; influenza virus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC9G97F4","journalArticle","2020","Zheng, Y.-Y.; Ma, Y.-T.; Zhang, J.-Y.; Xie, X.","COVID-19 and the cardiovascular system","Nature Reviews Cardiology","","17595002 (ISSN)","10.1038/s41569-020-0360-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081405799&doi=10.1038%2fs41569-020-0360-5&partnerID=40&md5=49c3d3397d90b2e71856f3d5425ad4dc","","2020","2021-11-01 22:16:57","2021-11-12 19:54:49","","259-260","","5","17","","","","","","","","","","","","","Scopus","","","","Publisher: Nature Research","","/Users/jodi/Zotero/storage/DSH6HABA/Zheng et al. - 2020 - COVID-19 and the cardiovascular system.pdf; /Users/jodi/Zotero/storage/4B3J4DS8/s41569-020-0360-5.html","","human; comorbidity; disease association; disease severity; priority journal; fever; pathophysiology; cardiovascular disease; heart disease; cardiovascular risk; intensive care unit; ischemic heart disease; coughing; epidemic; age; hypertension; metabolism; complication; diabetes mellitus; antihypertensive therapy; dipeptidyl carboxypeptidase inhibitor; hyperlipidemia; heart arrest; heart arrhythmia; Humans; prognosis; angiotensin receptor antagonist; mortality rate; Cardiotoxicity; China; Hypertension; Cardiovascular Diseases; Angiotensin-Converting Enzyme Inhibitors; Pandemics; Pneumonia, Viral; Peptidyl-Dipeptidase A; Heart Diseases; Betacoronavirus; Coronavirus Infections; pandemic; Antiviral Agents; coronavirus disease 2019; Coronavirus infection; Severe acute respiratory syndrome coronavirus 2; virology; virus pneumonia; pathology; angiotensin converting enzyme 2; virus receptor; antivirus agent; high risk population; Angiotensin Receptor Antagonists; cardiac muscle; cardiotoxicity; cardiovascular system; Cardiovascular System; chest tightness; dipeptidyl carboxypeptidase; disorders of carbohydrate metabolism; heart; Heart; heart injury; heart muscle injury; heart palpitation; Myocardium; Note; Receptors, Virus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPA3RKSR","journalArticle","2020","Fisher, K.A.; Tenforde, M.W.; Feldstein, L.R.; Lindsell, C.J.; Shapiro, N.I.; Files, D.C.; Gibbs, K.W.; Erickson, H.L.; Prekker, M.E.; Steingrub, J.S.; Exline, M.C.; Henning, D.J.; Wilson, J.G.; Brown, S.M.; Peltan, I.D.; Rice, T.W.; Hager, D.N.; Ginde, A.A.; Talbot, H.K.; Casey, J.D.; Grijalva, C.G.; Flannery, B.; Patel, M.M.; Self, W.H.","Community and close contact exposures associated with COVID-19 among symptomatic adults ≥18 years in 11 outpatient health care facilities - United States, July 2020","Morbidity and Mortality Weekly Report","","01492195 (ISSN)","10.15585/mmwr.mm6936a5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090886323&doi=10.15585%2fmmwr.mm6936a5&partnerID=40&md5=9ac19ec9036dc313c22f573e83dcb59c","","2020","2021-11-01 22:16:56","2021-11-12 20:01:51","","1258-1264","","36","69","","","","","","","","","","","","","Scopus","","","","Publisher: Department of Health and Human Services","","/Users/jodi/Zotero/storage/W5V3GH4M/mm6936a5.html; /Users/jodi/Zotero/storage/Q6TUGCRV/mm6936a5.html; /Users/jodi/Zotero/storage/JNJZM7ZF/Fisher - 2020 - Community and Close Contact Exposures Associated w.pdf; /Users/jodi/Zotero/storage/D4DHS6GD/Fisher - 2020 - Community and Close Contact Exposures Associated w.pdf; /Users/jodi/Zotero/storage/ECQ47U7Q/Fisher et al. - 2020 - Community and Close Contact Exposures Associated w.pdf; /Users/jodi/Zotero/storage/25Q3THPQ/Fisher et al. - 2020 - Community and Close Contact Exposures Associated w.pdf; ; ; /Users/jodi/Zotero/storage/9UX445XP/mm6936a5.html; /Users/jodi/Zotero/storage/NAIA6XII/mm6936a5.html","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7499837/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7499837/","adult; female; human; middle aged; male; adolescent; United States; adverse event; young adult; Humans; Male; Adult; Female; Young Adult; Middle Aged; Adolescent; Pandemics; Pneumonia, Viral; Coronavirus Infections; Contact Tracing; Environmental Exposure; pandemic; Coronavirus infection; virus pneumonia; environmental exposure; contact examination; Ambulatory Care Facilities; community acquired infection; Community-Acquired Infections; outpatient department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
